date,open,high,low,close,volume
2024-12-20,425.51,447.08,417.64,421.06,132216200
2024-12-23,431.0,434.51,415.41,430.6,72698100
2024-12-24,435.9,462.78,435.14,462.28,59551800
2024-12-26,465.16,465.33,451.02,454.13,76651210
2024-12-27,449.52,450.0,426.5,431.66,82666821
2024-12-30,419.4,427.0,415.75,417.41,64941012
2024-12-31,423.79,427.93,402.54,403.84,76825121
